Date - Time,Date,Day Number,Day of Week,Distance (mi),Elevation Gain (ft),Calories,Avg HR (bpm),HRSS,HRSS / h,Cadence,Avg Watts (w)
2020-07-16T08:42:26-04:00,7/16/20,112,Thursday,3.25,165.2,285,161,32,80,180,239
2020-07-15T19:10:24-04:00,7/15/20,111,Wednesday,6.31,129.1,608,167,80,92,176,227
2020-07-14T09:25:34-04:00,7/14/20,110,Tuesday,3.3,157.9,302,166,37,90,180,240
2020-07-13T08:48:36-04:00,7/13/20,109,Monday,7.11,146.1,664,171,88,103,182,237
2020-07-12T08:12:38-04:00,7/12/20,108,Sunday,3.27,172.2,299,156,35,77,182,212
2020-07-11T08:40:55-04:00,7/11/20,107,Saturday,3.17,164.2,282,163,33,85,182,244
2020-07-10T07:37:00-04:00,7/10/20,106,Friday,6.33,132.3,534,157,69,74,178,231
2020-07-09T11:03:07-04:00,7/9/20,105,Thursday,3.13,192.7,267,154,38,69,174,233
2020-07-08T19:09:09-04:00,7/8/20,104,Wednesday,6.28,160,611,170,82,99,176,234
2020-07-07T09:14:01-04:00,7/7/20,103,Tuesday,3.13,164,281,160,38,77,176,239
2020-07-06T08:56:45-04:00,7/6/20,102,Monday,6.25,130.1,546,155,69,68,176,223
2020-07-05T07:55:08-04:00,7/5/20,101,Sunday,4.05,156.4,354,157,37,74,180,239
2020-07-04T07:02:03-04:00,7/4/20,100,Saturday,3.01,58.7,212,151,22,66,186,273
2020-07-03T08:37:49-04:00,7/3/20,99,Friday,1.51,58.5,129,147,12,57,178,231
2020-07-02T07:37:19-04:00,7/2/20,98,Thursday,2.02,103.2,177,153,17,65,178,231
2020-07-01T19:13:40-04:00,7/1/20,97,Wednesday,6.27,116.1,592,167,80,95,178,235
2020-06-30T08:42:21-04:00,6/30/20,96,Tuesday,3.29,151.1,300,170,40,103,180,255
2020-06-29T07:07:38-04:00,6/29/20,95,Monday,6.35,132.6,569,165,67,89,182,240
2020-06-28T07:48:44-04:00,6/28/20,94,Sunday,2.95,96.9,262,153,28,69,184,216
2020-06-27T10:04:03-04:00,6/27/20,93,Saturday,3.15,105.4,272,158,30,77,182,243
2020-06-26T06:45:18-04:00,6/26/20,92,Friday,6.36,141,546,159,60,77,182,235
2020-06-25T09:05:19-04:00,6/25/20,91,Thursday,3.15,164.6,269,160,31,80,182,244
2020-06-24T19:11:36-04:00,6/24/20,90,Wednesday,6.28,145.3,574,167,71,92,180,240
2020-06-23T09:47:00-04:00,6/23/20,89,Tuesday,3.17,182.1,282,163,33,84,180,240
2020-06-22T09:36:07-04:00,6/22/20,88,Monday,6.27,132.5,558,164,69,86,180,230
2020-06-21T08:11:03-04:00,6/21/20,87,Sunday,3.31,105.3,291,158,36,80,180,218
2020-06-20T07:57:02-04:00,6/20/20,86,Saturday,3.18,183.1,277,162,33,84,180,241
2020-06-19T08:30:27-04:00,6/19/20,85,Friday,6.34,132.8,564,164,75,88,178,229
2020-06-18T10:19:03-04:00,6/18/20,84,Thursday,3.2,184.2,274,166,35,92,180,247
2020-06-17T19:12:43-04:00,6/17/20,83,Wednesday,6.28,142.4,595,176,88,114,178,241
2020-06-16T09:05:35-04:00,6/16/20,82,Tuesday,3.16,182.9,276,167,36,96,182,248
2020-06-15T08:58:22-04:00,6/15/20,81,Monday,6.28,132.3,586,170,78,101,182,232
2020-06-14T19:06:00-04:00,6/14/20,80,Sunday,3.13,104.8,253,159,32,82,182,251
2020-06-13T12:44:36-04:00,6/13/20,79,Saturday,6.25,132.7,575,172,81,108,182,240
2020-06-12T17:15:13-04:00,6/12/20,78,Friday,3.11,168.3,273,167,35,97,180,254
2020-06-11T19:19:36-04:00,6/11/20,77,Thursday,3,27.7,295,170,38,100,176,233
2020-06-10T10:16:59-04:00,6/10/20,76,Wednesday,1.51,82.8,109,141,15,51,180,255
2020-06-09T10:33:08-04:00,6/9/20,75,Tuesday,1.51,75.6,135,160,15,82,180,240
2020-06-08T19:29:22-04:00,6/8/20,74,Monday,2.08,122.4,180,158,20,74,180,244
2020-06-07T17:41:28-04:00,6/7/20,73,Sunday,1.5,75.7,126,159,14,79,182,252
2020-06-06T19:42:40-04:00,6/6/20,72,Saturday,1.46,51,126,159,13,77,180,247
2020-06-05T07:41:04-04:00,6/5/20,71,Friday,2.15,117.8,180,158,19,76,180,249
2020-06-04T10:00:07-04:00,6/4/20,70,Thursday,4.21,193.1,364,164,49,87,178,245
2020-06-03T09:21:11-04:00,6/3/20,69,Wednesday,6.24,224.7,609,164,75,87,172,216
2020-06-02T09:09:12-04:00,6/2/20,68,Tuesday,4.13,208.5,395,152,38,64,172,211
2020-06-01T09:21:57-04:00,6/1/20,67,Monday,4.09,192.8,356,161,41,83,180,247
2020-05-31T18:34:48-04:00,5/31/20,66,Sunday,2.37,70.6,185,155,20,73,180,258
2020-05-30T10:04:51-04:00,5/30/20,65,Saturday,4.04,223.5,376,150,35,61,170,212
2020-05-29T09:42:40-04:00,5/29/20,64,Friday,2.74,162,204,136,25,45,174,234
2020-05-28T10:01:56-04:00,5/28/20,63,Thursday,2.78,152.7,236,158,30,75,180,244
2020-05-27T09:33:16-04:00,5/27/20,62,Wednesday,2.78,155.9,229,153,29,69,178,244
2020-05-26T15:15:39-04:00,5/26/20,61,Tuesday,2.42,107.1,180,147,27,56,176,239
2020-05-25T14:12:25-04:00,5/25/20,60,Monday,2.82,155.8,239,161,34,81,178,247
2020-05-24T19:55:43-04:00,5/24/20,59,Sunday,2.11,103.5,184,166,23,93,176,248
2020-05-23T16:27:51-04:00,5/23/20,58,Saturday,2.78,162.9,245,166,32,92,176,246
2020-05-22T15:17:21-04:00,5/22/20,57,Friday,4.41,244.4,310,147,49,60,174,232
2020-05-21T14:21:21-04:00,5/21/20,56,Thursday,4,209.9,329,163,51,84,178,252
2020-05-20T15:13:09-04:00,5/20/20,55,Wednesday,4.02,207.3,340,167,50,96,178,249
2020-05-19T15:10:45-04:00,5/19/20,54,Tuesday,4.01,206.3,338,164,48,90,176,244
2020-05-18T15:14:02-04:00,5/18/20,53,Monday,4,216.2,357,161,50,79,174,228
2020-05-17T07:58:57-04:00,5/17/20,52,Sunday,4.01,215.9,367,169,51,97,178,241
2020-05-16T18:31:37-04:00,5/16/20,51,Saturday,2.83,163.3,256,168,33,96,176,243
2020-05-15T15:28:41-04:00,5/15/20,50,Friday,4.02,217,360,166,52,91,174,239
2020-05-14T15:19:52-04:00,5/14/20,49,Thursday,4,221,328,154,48,67,172,231
2020-05-13T15:20:35-04:00,5/13/20,48,Wednesday,5.43,276.8,478,166,66,93,176,242
2020-05-12T12:48:59-04:00,5/12/20,47,Tuesday,4.01,217.3,274,142,35,59,176,243
2020-05-11T13:15:44-04:00,5/11/20,46,Monday,4.05,228.5,366,168,49,96,176,243
2020-05-10T16:04:32-04:00,5/10/20,45,Sunday,0.94,115.9,146,153,18,74,178,246
2020-05-10T16:20:39-04:00,5/10/20,45,Sunday,1.85,37.1,105,-,-,-,#VALUE!,250
2020-05-09T18:03:33-04:00,5/9/20,44,Saturday,2.82,162.4,251,164,36,85,176,238
2020-05-08T15:14:53-04:00,5/8/20,43,Friday,4,192.9,379,170,56,99,176,236
2020-05-07T15:18:39-04:00,5/7/20,42,Thursday,4.04,238.2,367,166,53,91,176,241
2020-05-06T15:19:34-04:00,5/6/20,41,Wednesday,4.01,192.7,327,159,47,77,176,246
2020-05-05T15:23:05-04:00,5/5/20,40,Tuesday,3.51,180.6,284,158,37,76,178,246
2020-05-04T14:22:15-04:00,5/4/20,39,Monday,4.01,192.6,342,162,44,84,176,242
2020-05-03T19:24:13-04:00,5/3/20,38,Sunday,2.81,152,223,157,29,77,176,247
2020-05-02T18:06:22-04:00,5/2/20,37,Saturday,2.74,185.2,239,165,36,88,174,239
2020-05-01T15:19:34-04:00,5/1/20,36,Friday,2.72,150.7,251,172,36,103,174,239
2020-04-30T15:23:12-04:00,4/30/20,35,Thursday,4.01,192.1,354,166,50,92,176,238
2020-04-29T15:22:01-04:00,4/29/20,34,Wednesday,2.85,164.4,235,153,31,64,174,228
2020-04-28T15:16:58-04:00,4/28/20,33,Tuesday,4.01,192.9,354,164,52,85,174,235
2020-04-27T16:32:06-04:00,4/27/20,32,Monday,4.09,192.6,384,173,56,109,176,236
2020-04-26T16:55:04-04:00,4/26/20,31,Sunday,2.77,167.4,243,167,33,99,176,243
2020-04-25T17:55:55-04:00,4/25/20,30,Saturday,2.78,168.1,251,170,35,102,176,244
2020-04-24T17:07:23-04:00,4/24/20,29,Friday,4.03,192.4,338,162,46,88,176,242
2020-04-23T17:22:55-04:00,4/23/20,28,Thursday,4.1,204.5,347,162,47,83,176,243
2020-04-22T16:45:17-04:00,4/22/20,27,Wednesday,4.07,192.4,363,165,45,88,176,239
2020-04-21T15:19:28-04:00,4/21/20,26,Tuesday,4.05,192.2,322,153,35,66,176,239
2020-04-20T16:35:57-04:00,4/20/20,25,Monday,4.85,231.4,401,163,61,85,174,243
2020-04-19T16:40:25-04:00,4/19/20,24,Sunday,2.85,164.9,242,165,35,90,176,242
2020-04-18T15:59:01-04:00,4/18/20,23,Saturday,2.79,153.1,250,169,35,100,176,238
2020-04-17T15:18:32-04:00,4/17/20,22,Friday,4.21,192.5,376,171,54,104,176,239
2020-04-16T15:16:34-04:00,4/16/20,21,Thursday,4.07,192,382,174,58,111,174,238
2020-04-15T09:33:01-04:00,4/15/20,20,Wednesday,2.86,159.3,219,154,26,67,176,247
2020-04-14T15:16:06-04:00,4/14/20,19,Tuesday,4.09,191,218,124,17,31,172,227
2020-04-13T15:22:21-04:00,4/13/20,18,Monday,3.51,190.2,325,169,45,96,174,230
2020-04-12T16:50:01-04:00,4/12/20,17,Sunday,3.17,180.8,273,169,38,101,176,248
2020-04-11T18:28:02-04:00,4/11/20,16,Saturday,2.87,143.8,259,174,39,111,174,244
2020-04-10T13:00:23-04:00,4/10/20,15,Friday,2.13,120.2,191,170,26,100,174,241
2020-04-09T17:22:51-04:00,4/9/20,14,Thursday,2.25,144.4,176,152,19,68,176,240
2020-04-08T15:18:53-04:00,4/8/20,13,Wednesday,4.09,433.6,390,171,59,100,170,229
2020-04-07T15:15:45-04:00,4/7/20,12,Tuesday,4.08,241.8,339,157,41,74,172,236
2020-04-06T15:26:33-04:00,4/6/20,11,Monday,4.07,193.5,349,166,54,92,174,242
2020-04-05T17:13:48-04:00,4/5/20,10,Sunday,2.35,128.9,158,145,16,58,176,252
2020-04-04T14:46:07-04:00,4/4/20,9,Saturday,2.07,113.1,177,168,26,100,180,249
2020-04-03T15:15:29-04:00,4/3/20,8,Friday,4.05,192.3,335,163,48,88,176,241
2020-04-02T15:19:33-04:00,4/2/20,7,Thursday,4.06,185.9,352,169,56,98,176,243
2020-04-01T16:27:38-04:00,4/1/20,6,Wednesday,2.43,148.9,157,137,12,40,176,244
2020-03-31T16:08:20-04:00,3/31/20,5,Tuesday,2.12,124.2,152,147,14,56,176,252
2020-03-30T16:24:09-04:00,3/30/20,4,Monday,2.05,121.7,148,149,18,63,176,248
2020-03-29T10:20:05-04:00,3/29/20,3,Sunday,3.13,190.7,262,164,39,91,176,239
2020-03-28T16:12:10-04:00,3/28/20,2,Saturday,2.09,122.1,144,146,15,58,176,246
2020-03-27T15:57:45-04:00,3/27/20,1,Friday,2.3,139.7,183,163,30,89,174,243
